age,c_charge_degree,race,sex,priors_count,days_b_screening_arrest,label,jailtime
26,1,0,1,14,0.0,0,-1
28,0,0,0,2,-68.0,1,7
48,1,0,1,1,2.0,0,126
58,1,0,1,24,0.0,0,3
29,1,0,1,0,-1.0,1,1
20,1,0,0,2,-1.0,0,23
28,0,0,1,0,0.0,0,0
21,1,1,1,0,0.0,0,4
26,1,0,1,0,-1.0,1,0
34,0,0,1,3,-4.0,1,0
32,1,0,1,15,-1.0,0,7
38,1,0,1,10,0.0,0,10
22,1,0,1,0,-1.0,1,1
42,1,1,1,2,-1.0,0,0
57,0,1,0,0,-1.0,1,1
56,1,1,0,1,-20.0,1,1
32,0,0,1,2,0.0,0,0
30,1,0,1,11,-1.0,1,0
29,0,0,1,2,-1.0,1,0
46,1,0,1,15,-1.0,0,6
36,1,0,1,5,-64.0,1,1
24,1,0,0,0,-1.0,1,0
70,1,0,0,1,-1.0,1,1
21,1,0,1,0,0.0,0,0
45,0,1,0,1,-11.0,1,0
33,0,0,0,2,-1.0,1,2
39,1,0,0,6,0.0,1,0
25,1,1,1,6,-16.0,1,1
48,0,0,1,1,0.0,1,1
32,0,1,0,1,-41.0,0,28
46,1,1,1,0,-1.0,1,0
28,0,1,1,0,0.0,0,2
27,1,0,1,1,-1.0,1,1
43,1,1,1,11,16.0,0,76
56,1,1,1,5,-38.0,0,21
30,1,0,1,9,0.0,0,50
29,1,1,1,1,-22.0,1,0
54,1,0,1,8,0.0,0,-1
20,1,1,0,0,0.0,1,0
29,1,0,1,0,-1.0,1,0
67,0,0,1,0,-1.0,1,0
25,1,0,1,0,-1.0,1,0
24,1,0,1,8,-1.0,0,0
29,1,0,1,3,-1.0,1,177
45,0,0,1,2,-1.0,1,28
31,1,0,1,5,-1.0,0,11
23,1,1,1,0,-1.0,0,7
21,1,0,1,0,-1.0,0,8
61,0,1,1,0,-1.0,1,0
51,0,1,0,5,-1.0,0,20
32,1,0,1,1,-15.0,1,15
43,1,1,1,9,-2.0,1,0
32,0,0,1,0,-1.0,1,1
36,1,0,1,0,-1.0,1,0
58,1,1,1,3,0.0,0,15
57,1,0,1,12,-1.0,1,50
37,1,0,1,2,0.0,1,0
44,1,0,1,6,-1.0,1,1
28,0,1,1,9,112.0,1,116
45,1,0,1,8,-1.0,0,0
48,1,0,1,1,-1.0,1,2
26,1,0,1,13,0.0,0,-1
34,1,1,1,9,-1.0,0,1
25,1,0,1,0,-1.0,1,1
31,0,0,1,8,-1.0,0,0
43,1,0,1,1,-1.0,1,1
30,0,0,1,0,0.0,1,0
50,0,1,1,0,-2.0,1,0
31,1,0,0,2,-1.0,1,1
33,0,1,0,7,-6.0,1,0
32,1,0,1,1,-1.0,0,19
46,0,1,0,0,0.0,0,2
22,1,0,1,0,-1.0,1,1
37,1,0,1,8,-1.0,0,1
32,1,1,0,6,-1.0,0,8
23,1,0,0,2,-1.0,0,1
21,1,1,1,0,0.0,1,-1
52,1,0,1,2,-1.0,1,1
49,0,1,1,2,-1.0,1,1
55,1,1,1,3,-1.0,0,36
22,1,0,1,0,-1.0,1,1
45,1,0,1,0,-1.0,1,13
31,1,0,0,7,-1.0,0,1
22,0,1,1,0,-1.0,0,1
28,0,0,1,5,-1.0,1,1
21,1,0,1,1,-1.0,0,11
37,0,0,1,2,-1.0,1,1
30,1,0,1,21,-1.0,0,1
22,1,0,1,13,-1.0,0,0
35,1,0,1,23,-1.0,0,1
28,1,0,1,11,-1.0,1,26
24,1,0,1,1,-1.0,1,1
44,1,0,1,9,73.0,1,65
32,1,0,1,24,-1.0,0,2
29,1,0,1,5,35.0,0,13
24,1,0,0,1,-1.0,1,0
57,1,0,1,19,-1.0,1,1
21,0,0,1,0,-1.0,1,0
28,1,1,1,0,0.0,1,-1
51,0,1,1,0,0.0,1,91
34,1,0,1,6,205.0,0,216
26,0,0,1,0,-1.0,0,0
20,1,0,1,0,-1.0,0,1
25,0,0,1,6,-1.0,1,32
19,0,1,1,0,-1.0,0,2
49,1,1,1,1,-1.0,0,20
57,0,0,1,27,-9.0,1,9
27,0,0,0,0,0.0,1,0
66,0,1,1,1,-1.0,1,19
25,0,0,0,4,-46.0,0,16
21,1,1,1,0,0.0,1,0
45,1,1,1,1,0.0,1,-1
38,1,0,1,6,-205.0,0,202
37,1,0,1,24,-1.0,1,19
44,1,1,1,13,0.0,0,16
64,1,0,1,0,-1.0,1,4
30,1,0,1,1,-1.0,0,0
61,0,0,1,1,-1.0,1,2
49,1,1,0,8,-10.0,1,8
23,1,0,1,0,0.0,1,0
33,1,0,1,14,-79.0,1,67
21,1,1,1,0,-2.0,0,0
30,1,1,0,2,-1.0,0,43
26,0,0,1,7,0.0,1,1
35,0,0,1,3,-1.0,0,1
27,0,0,1,2,-1.0,1,1
38,0,1,1,1,0.0,1,14
48,1,0,1,14,23.0,0,142
26,0,1,1,0,-1.0,1,0
24,1,0,1,4,-27.0,0,26
28,1,0,0,2,0.0,0,0
44,1,1,0,4,0.0,0,5
23,1,1,1,2,0.0,1,13
34,1,1,0,1,-1.0,0,12
20,1,1,1,1,-1.0,0,1
63,1,0,1,23,-1.0,0,2
36,0,0,0,0,0.0,1,0
58,1,1,1,1,-1.0,1,79
25,1,0,1,7,463.0,0,0
46,0,1,1,5,125.0,1,0
35,1,1,0,4,-30.0,1,13
23,1,0,1,3,-1.0,1,1
40,1,1,1,1,-21.0,1,21
31,1,0,1,3,-1.0,1,0
34,1,0,0,5,0.0,1,1
23,0,0,1,3,-1.0,0,13
27,0,1,1,0,-5.0,0,4
26,1,0,0,3,-27.0,1,27
49,1,0,1,1,0.0,1,24
47,0,0,0,0,0.0,1,1
47,1,0,1,6,0.0,1,5
34,1,0,1,7,0.0,0,0
45,0,0,1,1,378.0,1,5
27,1,0,1,10,-1.0,1,7
52,0,1,0,0,0.0,1,0
26,0,0,1,0,-3.0,0,0
25,1,0,1,9,0.0,1,2
51,1,0,1,1,-1.0,1,162
29,0,0,0,1,0.0,1,-1
46,1,1,1,0,-1.0,1,0
28,1,1,1,6,-2.0,1,2
57,1,0,1,0,-1.0,1,1
23,1,0,1,2,-1.0,1,0
34,1,0,1,27,-1.0,0,118
27,1,0,1,3,-1.0,1,12
25,0,0,1,7,-1.0,0,3
31,1,1,1,1,-1.0,0,32
37,1,0,1,8,-1.0,1,1
51,1,0,1,0,0.0,0,1
51,0,0,1,3,-86.0,1,2
28,1,0,1,8,-1.0,1,40
56,1,1,1,4,0.0,1,7
45,1,0,1,15,-1.0,0,330
26,1,1,1,7,-1.0,0,18
33,1,1,1,7,-1.0,0,1
23,0,1,1,0,-2.0,1,1
31,0,0,1,0,0.0,1,0
31,0,0,1,0,-1.0,1,1
19,1,0,1,1,-12.0,1,4
32,1,1,1,0,0.0,1,0
30,0,1,1,1,-1.0,0,0
48,1,0,0,9,-87.0,1,57
66,1,1,1,1,-1.0,1,0
40,1,0,0,0,0.0,1,-1
59,0,0,1,4,0.0,1,0
25,1,0,1,5,118.0,1,85
27,0,0,1,3,-23.0,1,1
22,1,0,1,0,-1.0,1,0
58,1,1,1,1,-1.0,1,0
29,1,1,1,2,-2.0,1,2
44,1,1,0,11,245.0,0,26
24,1,0,1,2,203.0,1,6
27,1,0,1,0,-1.0,0,60
34,1,0,0,5,-53.0,0,24
24,1,1,1,0,-3.0,1,1
35,1,1,0,3,0.0,1,0
29,1,0,1,7,0.0,0,2
30,1,0,1,5,-1.0,0,2
23,1,0,1,1,-1.0,1,2
32,1,1,1,2,-27.0,0,0
22,1,1,1,2,-1.0,1,3
21,0,0,1,0,-1.0,1,1
43,0,1,0,0,-1.0,1,-1
29,1,0,1,0,-1.0,1,2
43,1,0,1,1,0.0,1,1
25,1,0,1,1,-1.0,1,2
47,0,1,1,0,-1.0,1,1
21,1,0,0,0,-2.0,1,0
25,0,0,0,1,-100.0,1,-1
54,0,1,1,0,0.0,1,-1
34,1,0,1,3,-1.0,0,33
28,0,0,0,2,-1.0,1,1
53,1,1,0,4,-1.0,0,0
54,0,0,1,0,0.0,1,-1
37,1,0,1,3,-1.0,0,83
34,1,0,1,2,-1.0,1,0
50,0,0,1,11,-210.0,1,113
60,1,1,0,0,-1.0,0,1
22,1,0,1,0,-1.0,1,1
51,1,0,1,3,0.0,1,-1
29,1,0,1,0,-1.0,0,12
28,1,0,0,1,-43.0,1,1
36,1,1,1,6,-126.0,1,2
28,0,0,1,5,-1.0,1,27
33,1,1,1,0,-1.0,0,0
43,0,1,1,4,0.0,1,2
45,0,0,1,1,-1.0,1,26
32,1,1,1,5,-1.0,0,65
35,1,0,0,0,-1.0,0,1
23,1,0,1,1,-1.0,0,1
41,0,0,1,1,-1.0,1,113
25,1,0,1,24,-1.0,0,0
35,1,0,1,12,-1.0,1,10
25,1,0,1,4,0.0,0,43
69,1,1,1,6,-1.0,0,1
24,0,0,1,0,-1.0,1,1
21,1,0,1,3,34.0,0,63
28,1,0,1,0,-1.0,1,0
47,1,0,1,23,-1.0,0,403
29,1,0,1,13,0.0,0,1
36,1,1,1,14,-38.0,0,0
26,1,0,1,9,-1.0,0,2
31,0,0,1,0,-1.0,1,2
32,1,0,1,8,35.0,0,0
27,1,1,0,3,-121.0,0,88
28,1,1,1,0,0.0,1,1
48,0,1,1,1,0.0,0,0
23,1,1,1,2,129.0,0,164
44,0,1,1,0,-1.0,1,0
42,0,0,1,7,-1.0,1,0
39,1,0,1,5,-1.0,1,4
46,1,0,0,2,-1.0,1,3
55,0,1,1,0,-1.0,1,10
27,1,0,1,5,-1.0,0,4
31,0,1,0,0,-1.0,1,4
25,1,0,1,0,-1.0,1,0
32,0,1,1,6,0.0,1,0
36,1,0,1,2,-1.0,1,0
21,1,0,1,3,-1.0,0,4
39,0,1,1,2,0.0,1,-1
26,0,0,0,0,0.0,1,-1
28,1,0,1,8,0.0,0,20
67,0,1,1,2,-4.0,0,0
22,1,0,0,0,-1.0,1,2
37,0,1,1,3,-1.0,1,0
23,0,0,1,2,-1.0,0,2
49,0,0,0,14,-1.0,0,122
32,0,1,1,9,0.0,0,4
41,0,1,1,9,-1.0,1,32
25,0,0,1,1,0.0,1,0
58,0,1,1,0,-1.0,1,0
44,0,0,1,19,-17.0,0,17
28,1,0,1,1,0.0,1,15
39,1,0,0,0,-1.0,0,2
54,1,1,1,0,-1.0,1,6
21,0,0,1,0,657.0,0,53
43,0,1,1,0,-1.0,1,0
31,0,0,1,5,0.0,1,0
30,1,0,1,11,0.0,1,117
27,0,1,1,4,-1.0,0,1
28,0,0,1,0,-1.0,0,1
24,0,0,1,0,-1.0,1,0
43,0,1,1,0,0.0,1,0
44,0,0,1,10,-7.0,0,5
51,1,0,1,4,-44.0,1,30
24,1,0,1,11,-15.0,0,0
31,1,0,1,1,309.0,1,229
23,1,0,1,0,-1.0,1,1
26,0,0,1,8,-85.0,0,84
36,0,1,1,5,-1.0,0,0
27,1,1,1,1,-1.0,1,1
24,1,0,1,0,0.0,0,1
66,0,1,1,0,-1.0,1,0
36,1,1,0,3,0.0,1,25
53,1,0,1,9,-1.0,0,130
23,1,1,1,1,0.0,0,0
22,0,0,0,0,0.0,0,0
25,1,0,1,1,-1.0,1,0
56,1,0,1,4,-1.0,1,2
29,1,0,1,1,37.0,1,33
29,1,1,1,10,-365.0,0,4
51,1,0,1,1,-1.0,0,1
58,0,0,0,3,-18.0,1,18
24,0,1,1,3,0.0,1,0
22,1,0,1,0,-1.0,0,71
39,0,1,1,0,-1.0,1,0
20,1,0,1,3,-1.0,0,42
46,1,1,1,10,-1.0,0,73
38,1,1,1,1,-27.0,0,0
23,0,1,1,0,0.0,0,3
39,1,0,1,6,-1.0,1,26
25,1,0,1,0,0.0,1,1
31,1,0,1,19,-1.0,0,0
25,0,0,0,1,-1.0,0,0
26,1,0,1,6,-1.0,1,1
25,1,0,1,2,-1.0,1,274
37,1,1,1,11,0.0,0,1
36,1,0,1,0,-3.0,1,0
26,1,0,1,1,0.0,0,0
21,1,0,1,3,-1.0,0,0
35,1,0,1,7,-23.0,0,0
22,1,0,1,2,-1.0,0,1
25,1,1,1,0,0.0,1,0
36,0,0,1,0,-7.0,1,1
24,0,0,1,2,-1.0,0,12
21,1,0,1,0,-1.0,0,0
32,1,1,1,15,-1.0,0,70
33,0,0,1,2,0.0,0,-1
33,1,0,1,10,0.0,0,2
23,0,0,0,4,-56.0,0,43
29,0,1,1,0,-2.0,1,0
50,1,1,1,8,-1.0,1,172
32,1,1,1,5,272.0,0,6
33,1,0,1,14,-1.0,0,2
37,1,0,1,13,-1.0,0,0
27,1,0,1,9,-1.0,0,24
27,0,0,1,0,-1.0,1,1
52,1,0,0,21,123.0,0,19
21,0,0,1,1,-1.0,0,0
58,1,0,1,1,-1.0,1,60
27,1,0,1,4,-1.0,1,33
28,1,0,1,5,302.0,0,28
28,1,1,1,1,-1.0,0,30
31,0,1,0,0,-5.0,1,0
30,1,1,1,11,31.0,0,40
24,0,0,1,3,-1.0,1,6
26,1,0,1,6,0.0,0,18
43,0,1,1,0,-1.0,1,1
31,1,0,1,2,-43.0,0,43
22,1,0,1,3,0.0,0,1
23,1,0,1,0,-1.0,1,3
42,0,1,1,0,-1.0,1,0
30,0,0,1,18,-1.0,1,17
29,1,0,1,1,-1.0,1,290
38,1,1,1,2,0.0,0,47
26,0,1,1,3,-4.0,1,2
25,1,0,0,4,-107.0,0,36
51,0,0,1,5,0.0,1,4
36,0,0,1,0,0.0,1,-1
62,0,0,1,0,-2.0,1,1
23,1,0,1,0,0.0,0,0
34,1,0,1,7,-1.0,0,0
35,0,0,1,1,-1.0,1,1
22,1,1,1,0,0.0,1,3
29,0,0,1,10,-1.0,0,108
40,1,0,1,0,-3.0,1,1
36,1,0,1,2,0.0,1,0
26,1,0,1,8,0.0,0,0
25,1,0,1,1,-23.0,0,0
69,0,1,1,0,-3.0,1,0
27,1,0,1,1,-1.0,1,8
20,1,1,1,0,0.0,0,1
27,1,0,1,1,-2.0,1,2
24,0,0,0,6,-1.0,1,310
42,1,1,1,0,-7.0,1,2
25,1,1,1,1,-1.0,1,1
46,1,1,1,1,-37.0,0,29
25,1,0,1,0,-1.0,1,7
22,1,0,1,0,-1.0,1,0
21,1,1,1,0,-1.0,1,0
30,0,0,1,1,0.0,1,1
46,0,1,1,9,0.0,1,4
26,0,0,1,2,0.0,1,0
33,1,0,1,0,0.0,0,0
40,0,0,1,1,-1.0,1,1
34,1,1,1,0,-1.0,1,28
22,1,1,1,1,-1.0,0,36
28,0,0,1,3,-1.0,1,0
31,0,0,1,4,-1.0,0,1
59,0,1,1,3,0.0,0,1
37,1,0,1,0,-1.0,1,0
50,1,0,1,0,-1.0,1,2
21,1,0,0,2,244.0,0,26
57,1,0,1,8,-1.0,0,99
31,0,0,1,5,-1.0,1,0
44,1,0,1,9,-28.0,1,25
48,1,0,1,5,-1.0,0,242
25,1,1,0,0,-1.0,1,1
51,0,0,1,5,-1.0,1,0
50,1,1,1,0,-1.0,0,0
57,1,1,1,2,-11.0,1,2
55,0,1,1,0,-1.0,1,0
59,1,0,1,4,-2.0,0,1
42,1,0,0,0,0.0,1,0
20,1,0,1,2,-21.0,0,21
58,1,0,1,16,-47.0,1,29
21,1,0,1,0,-1.0,1,28
32,1,0,1,21,-1.0,0,64
24,0,0,0,0,0.0,1,0
42,1,0,1,1,0.0,1,1
29,1,0,1,8,-1.0,0,13
21,1,0,1,1,-1.0,1,7
31,0,1,1,1,-356.0,0,0
58,0,1,1,0,0.0,1,0
22,1,0,1,1,0.0,0,0
46,0,1,1,1,-1.0,0,0
50,0,1,1,0,0.0,0,14
46,1,0,1,2,-1.0,1,0
44,1,0,0,11,-1.0,0,15
35,0,0,1,4,-1.0,1,29
30,1,0,1,14,-1.0,0,2
42,1,0,1,2,-1.0,1,0
46,1,0,1,5,-1.0,0,202
42,1,0,1,0,0.0,0,34
37,1,0,1,12,-74.0,1,25
29,1,1,1,7,-1.0,0,1
32,1,0,1,8,-1.0,1,4
31,1,0,1,5,-1.0,1,3
33,0,0,0,1,-1.0,1,1
25,1,1,1,4,-1.0,1,183
33,0,0,0,0,-1.0,1,1
21,1,0,1,1,-1.0,1,0
64,0,1,0,7,123.0,1,76
35,1,1,1,1,-1.0,0,49
56,1,0,1,1,-22.0,1,2
38,0,1,1,0,-1.0,0,2
40,0,0,0,4,-1.0,1,1
34,1,0,1,3,-105.0,1,94
28,1,0,1,4,-1.0,1,1
51,0,0,1,0,-1.0,1,1
35,0,0,1,2,-1.0,1,1
61,1,0,1,5,-13.0,1,12
25,1,0,1,0,0.0,1,1
25,1,0,1,4,-1.0,0,0
26,0,0,1,0,0.0,1,0
42,0,1,1,1,-1.0,1,2
25,1,0,0,1,-10.0,1,0
26,0,0,1,13,-1.0,0,-1
31,1,0,1,9,-1.0,1,0
35,1,1,1,1,-1.0,1,1
41,1,0,0,4,-100.0,0,9
34,1,1,1,0,-1.0,1,116
46,0,1,1,5,-93.0,1,0
33,0,1,0,1,-1.0,1,0
30,1,0,1,3,-1.0,1,0
50,0,0,0,7,-1.0,1,1
21,1,0,1,0,-1.0,1,50
31,1,0,1,16,0.0,0,482
31,1,0,1,2,-1.0,0,3
23,0,0,0,0,-1.0,1,0
25,1,0,1,1,0.0,1,1
24,1,1,0,1,-1.0,1,1
31,0,0,1,13,-1.0,0,0
60,1,0,1,0,-1.0,1,2
30,1,0,1,2,-1.0,1,0
32,0,0,0,0,-1.0,1,0
46,0,1,1,0,0.0,1,-1
21,0,1,1,0,-1.0,0,0
35,1,0,1,0,-1.0,1,1
34,1,0,1,2,-1.0,0,9
41,1,0,1,2,-1.0,0,161
40,0,0,0,7,-33.0,1,1
23,1,0,1,1,-1.0,0,15
23,1,0,1,3,-1.0,0,1
28,0,0,1,2,0.0,1,2
21,1,0,1,0,0.0,0,0
46,0,1,1,2,-1.0,1,3
56,1,0,1,1,-1.0,1,0
41,1,0,1,19,-71.0,1,62
40,1,0,1,8,-1.0,0,0
30,1,0,1,5,-1.0,0,2
24,0,0,1,1,-1.0,0,0
25,1,0,1,7,507.0,1,12
33,0,1,0,0,-1.0,1,0
48,0,1,1,2,-1.0,1,4
33,1,0,1,11,-1.0,0,44
25,1,0,1,0,-1.0,1,0
25,1,1,1,6,70.0,0,1
58,1,0,1,38,-112.0,0,87
30,1,0,1,7,-1.0,0,0
37,1,0,1,0,-1.0,0,2
43,1,1,0,7,-21.0,1,8
32,1,1,1,0,0.0,1,1
33,1,0,1,3,-1.0,1,0
39,1,0,1,4,-30.0,0,0
49,1,1,1,4,-11.0,1,5
24,1,1,1,0,-1.0,1,18
26,1,0,1,1,0.0,1,-1
42,1,1,1,0,-1.0,1,1
22,1,0,1,1,-1.0,0,6
36,1,0,1,0,0.0,1,0
29,0,1,1,7,-1.0,0,27
39,0,1,1,0,0.0,1,18
27,1,0,1,13,0.0,0,14
38,1,1,1,2,-1.0,0,7
20,1,1,1,0,-1.0,0,3
25,1,0,1,4,-1.0,0,86
53,0,1,1,0,-1.0,1,0
27,0,0,0,0,-1.0,0,6
21,1,0,1,0,-1.0,0,6
50,0,1,1,1,-1.0,0,5
41,1,0,1,4,-1.0,1,0
34,1,0,1,4,378.0,0,530
22,1,1,1,5,-2.0,0,4
22,1,1,1,0,-1.0,0,2
25,1,0,1,2,-1.0,1,26
42,1,0,1,1,-1.0,0,1
27,1,1,0,2,-34.0,1,1
51,1,0,1,2,-1.0,1,1
33,1,0,1,23,525.0,0,369
24,1,0,1,0,0.0,1,-1
37,1,0,1,4,0.0,1,92
37,0,1,1,0,-3.0,1,0
27,0,0,0,0,-1.0,1,0
21,1,0,1,0,-1.0,1,5
35,1,0,1,1,0.0,0,1
24,1,1,0,0,-1.0,1,36
49,0,1,1,2,-1.0,1,1
38,1,0,1,9,-5.0,1,2
61,0,0,1,0,-1.0,1,0
30,0,0,0,0,0.0,1,0
22,1,0,1,3,-1.0,1,128
25,1,0,1,0,-1.0,0,1
30,0,0,0,3,-1.0,0,1
52,0,1,1,0,-1.0,1,0
26,1,1,1,0,-1.0,1,0
26,0,0,1,0,-1.0,1,1
29,1,0,1,6,-55.0,1,0
45,1,1,1,9,-1.0,0,54
20,1,0,1,0,-1.0,0,0
29,1,0,1,4,-1.0,1,80
43,1,1,1,1,-1.0,0,69
26,1,1,1,2,-1.0,1,0
46,1,0,0,4,-1.0,1,0
46,1,0,0,0,-1.0,1,1
39,1,1,1,8,-56.0,1,1
29,1,0,1,12,-1.0,0,5
41,0,1,1,0,0.0,1,-1
29,1,0,1,11,-65.0,0,19
25,1,0,0,5,-1.0,1,0
23,1,0,1,2,-1.0,1,18
46,1,0,0,1,51.0,0,55
30,0,1,1,0,-1.0,1,0
34,1,1,1,1,-1.0,1,2
70,1,1,1,11,-13.0,0,12
52,1,1,1,2,-1.0,1,1
51,0,0,1,4,-26.0,1,7
45,1,0,0,15,-1.0,0,1
55,1,0,1,21,0.0,0,85
49,1,1,0,1,-1.0,1,1
26,0,0,0,9,404.0,0,1
47,1,1,0,0,0.0,1,0
27,0,0,1,0,0.0,1,1
25,0,1,1,5,-3.0,0,0
21,1,0,1,1,0.0,0,59
37,1,0,1,26,-1.0,0,1
21,1,0,1,1,-1.0,0,49
21,1,0,1,0,-2.0,1,1
25,1,0,1,4,0.0,0,0
27,1,0,0,3,-1.0,0,1
30,1,1,1,3,-1.0,0,12
70,0,1,1,0,-1.0,1,0
37,1,1,1,11,-1.0,0,0
46,1,0,1,5,0.0,0,2
40,0,0,1,4,-1.0,0,2
20,1,0,1,1,427.0,0,217
43,1,0,1,18,-1.0,0,9
38,1,0,1,15,0.0,1,55
29,1,0,1,0,0.0,1,0
37,0,0,1,8,0.0,0,1
38,1,0,1,3,-21.0,1,0
27,1,1,0,0,-4.0,1,0
20,0,0,0,0,0.0,0,10
44,0,0,1,0,0.0,1,0
31,0,1,1,6,-1.0,1,1
29,1,0,1,3,-1.0,0,1
48,1,1,1,13,-96.0,0,74
30,0,0,0,0,-1.0,1,0
25,1,1,0,2,-25.0,0,11
40,1,0,1,3,-1.0,1,1
49,1,1,0,3,1025.0,1,1
33,0,1,1,1,0.0,1,1
26,1,1,1,5,-1.0,0,1
31,0,0,1,1,0.0,1,1
61,0,1,1,1,-1.0,1,0
30,1,1,1,2,-1.0,1,0
62,0,1,1,0,-1.0,1,2
27,0,1,0,4,8.0,0,54
48,1,1,1,9,-1.0,1,1
40,1,1,0,0,-1.0,1,1
24,1,1,1,0,-1.0,1,2
22,1,0,1,0,-1.0,0,1
30,0,0,1,4,-1.0,0,15
63,0,1,1,0,0.0,1,0
33,1,0,1,4,-1.0,1,1
21,1,0,0,1,81.0,0,0
43,0,1,1,0,-5.0,0,1
26,1,0,1,3,0.0,0,33
51,1,0,1,1,-17.0,1,7
39,1,1,1,3,-1.0,0,1
30,0,0,0,0,-1.0,0,1
32,1,0,1,14,-1.0,0,1
22,0,0,1,0,-2.0,1,0
59,1,1,1,0,-1.0,1,0
38,0,0,1,37,-1.0,0,30
23,1,0,1,2,0.0,1,237
42,0,0,1,0,0.0,0,1
20,1,0,1,1,-37.0,0,15
38,1,0,1,2,0.0,0,192
34,1,1,0,2,-1.0,1,1
36,1,0,0,7,-1.0,0,2
35,1,1,1,7,-86.0,0,76
36,0,0,1,0,-1.0,0,1
31,1,0,1,1,-14.0,1,13
28,1,0,0,3,-1.0,0,4
28,1,0,1,1,0.0,0,0
60,1,1,1,3,-120.0,1,120
43,1,0,1,0,-1.0,1,1
40,1,0,1,1,-1.0,1,1
31,1,0,1,15,-1.0,0,2
54,1,0,1,6,-1.0,0,13
24,1,0,1,17,-1.0,0,130
41,1,0,1,0,-3.0,0,1
21,1,0,1,1,-1.0,0,242
29,1,0,0,1,-1.0,0,1
22,1,0,1,0,-1.0,1,0
52,1,0,1,9,-1.0,0,33
40,1,0,0,0,-1.0,1,1
21,1,0,1,1,982.0,1,5
45,1,0,0,1,-1.0,1,6
29,0,0,1,1,0.0,0,0
46,1,0,1,10,-1.0,0,9
21,1,1,1,1,-1.0,1,12
35,1,1,1,6,-10.0,0,1
52,0,0,1,1,1.0,0,70
48,0,1,1,0,0.0,1,0
29,0,0,0,9,-1.0,0,214
48,0,1,1,0,-1.0,1,1
31,1,0,1,10,-8.0,0,8
21,1,1,1,3,-1.0,0,127
32,1,0,1,0,0.0,0,22
47,0,0,1,0,-1.0,1,3
21,1,0,1,3,-1.0,0,0
35,1,0,1,13,-1.0,1,0
46,0,0,1,3,-22.0,0,20
34,1,0,1,5,-1.0,0,5
52,1,0,1,2,-5.0,1,3
39,1,0,0,7,114.0,1,178
21,0,1,1,0,-1.0,0,9
53,0,1,1,1,-2.0,1,1
19,1,1,0,0,-1.0,0,1
22,0,0,1,0,-1.0,1,2
45,1,0,1,1,-1.0,1,2
27,1,1,0,0,-1.0,1,1
25,0,1,1,0,-1.0,1,0
30,1,1,1,0,0.0,0,-1
31,1,0,1,2,0.0,0,-1
28,1,1,1,3,-1.0,1,1
36,0,0,1,3,-1.0,0,2
27,1,0,1,7,-1.0,0,10
42,1,0,1,1,0.0,1,0
35,1,1,1,0,0.0,0,40
33,1,1,0,2,-29.0,1,0
24,1,0,1,6,-1.0,0,218
25,1,0,1,21,-14.0,0,2
42,0,1,0,0,-1.0,1,1
21,1,0,1,0,-1.0,0,3
28,0,0,0,0,0.0,1,0
27,1,0,1,25,18.0,0,40
21,1,1,0,0,-1.0,1,2
26,0,1,1,0,0.0,0,5
36,1,1,1,0,-1.0,1,0
23,0,0,1,1,237.0,0,0
49,1,1,1,0,-1.0,0,1
29,1,0,1,11,-68.0,0,65
44,1,1,1,0,-1.0,0,1
28,0,1,1,1,-25.0,1,24
27,0,0,1,2,530.0,0,0
35,1,0,0,12,-2.0,0,0
36,0,0,1,19,544.0,0,0
46,0,1,1,2,266.0,1,45
34,1,0,1,3,-1.0,1,0
45,1,0,1,15,-1.0,0,0
28,1,0,1,9,-1.0,0,16
25,1,0,0,1,-1.0,1,4
21,0,0,1,1,0.0,1,0
48,1,0,1,1,-1.0,1,0
37,0,1,1,1,-1.0,1,0
24,1,0,1,3,-3.0,0,0
37,0,1,1,1,-1.0,0,1
39,1,1,1,1,-3.0,1,0
24,1,1,1,1,-1.0,0,21
49,1,0,1,2,-1.0,1,0
23,1,0,1,1,-1.0,0,1
36,1,1,1,4,-123.0,0,8
43,1,1,1,5,-1.0,1,0
28,0,0,1,6,-1.0,0,1
21,1,0,0,4,122.0,0,54
53,0,0,1,1,-1.0,1,0
27,0,0,0,2,-14.0,0,1
39,0,1,1,0,-1.0,1,2
47,1,0,1,22,-1.0,0,1
28,1,0,1,4,-1.0,0,2
36,1,1,1,2,-4.0,1,0
24,1,0,0,1,-1.0,1,3
35,0,0,1,0,-1.0,1,1
23,1,0,1,3,0.0,1,1
26,1,0,1,2,-1.0,1,1
31,1,0,1,7,-1.0,0,54
30,1,0,0,14,0.0,0,5
25,0,1,1,2,0.0,1,1
24,1,0,1,6,0.0,0,1
34,1,0,1,1,-1.0,0,0
26,0,0,1,2,-29.0,1,28
26,0,0,1,7,-49.0,1,0
60,1,0,1,0,-1.0,1,1
20,1,0,0,0,-1.0,1,0
36,0,1,1,10,92.0,0,84
23,1,1,1,0,0.0,1,0
26,1,0,1,5,-1.0,0,6
40,0,1,1,4,0.0,1,1
28,1,0,1,1,-1.0,0,1
49,1,0,1,1,-1.0,0,5
46,1,0,1,8,400.0,0,279
19,1,0,1,1,0.0,0,-1
53,1,1,1,1,-12.0,1,11
56,1,1,1,5,-45.0,1,8
24,1,0,0,0,-1.0,1,0
31,1,0,1,0,-5.0,1,1
33,1,1,0,2,-1.0,1,-1
26,1,1,1,8,-1.0,0,41
56,0,1,1,1,-65.0,1,2
32,1,1,1,2,-1.0,1,0
25,1,1,1,0,0.0,0,3
